gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1,8q21.13,protein_coding,2,513,0.39,76,16508,0.46,515,44,8.54,10,1.94,2,Cancer Gene Census
ENSG00000164754,RAD21,RAD21 cohesin complex component,8q24.11,protein_coding,2,513,0.39,197,16508,1.19,515,84,16.31,7,1.36,2,Cancer Gene Census
ENSG00000164985,PSIP1,PC4 and SFRS1 interacting protein 1,9p22.3,protein_coding,2,513,0.39,157,16508,0.95,515,11,2.14,120,23.30,2,Cancer Gene Census
ENSG00000165392,WRN,WRN RecQ like helicase,8p12,protein_coding,2,513,0.39,264,16508,1.60,515,26,5.05,13,2.52,5,Cancer Gene Census
ENSG00000165699,TSC1,TSC complex subunit 1,9q34.13,protein_coding,2,513,0.39,273,16508,1.65,515,28,5.44,29,5.63,2,Cancer Gene Census
ENSG00000166949,SMAD3,SMAD family member 3,15q22.33,protein_coding,2,513,0.39,160,16508,0.97,515,8,1.55,44,8.54,2,Cancer Gene Census
ENSG00000167460,TPM4,tropomyosin 4,"19p13.12, 19p13.11",protein_coding,2,513,0.39,85,16508,0.51,515,40,7.77,4,0.78,2,Cancer Gene Census
ENSG00000168646,AXIN2,axin 2,17q24.1,protein_coding,2,513,0.39,250,16508,1.51,515,29,5.63,3,0.58,2,Cancer Gene Census
ENSG00000168685,IL7R,interleukin 7 receptor,5p13.2,protein_coding,2,513,0.39,328,16508,1.99,515,8,1.55,25,4.85,2,Cancer Gene Census
ENSG00000169083,AR,androgen receptor,Xq12,protein_coding,2,513,0.39,343,16508,2.08,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000169862,CTNND2,catenin delta 2,5p15.2,protein_coding,2,513,0.39,677,16508,4.10,515,7,1.36,34,6.60,3,Cancer Gene Census
ENSG00000170234,PWWP2A,PWWP domain containing 2A,5q33.3,protein_coding,2,513,0.39,114,16508,0.69,515,8,1.55,50,9.71,2,Cancer Gene Census
ENSG00000171302,CANT1,calcium activated nucleotidase 1,17q25.3,protein_coding,2,513,0.39,102,16508,0.62,515,29,5.63,6,1.17,2,Cancer Gene Census
ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1,"1p36.31, 1p36.23",protein_coding,2,513,0.39,482,16508,2.92,515,10,1.94,207,40.19,3,Cancer Gene Census
ENSG00000173575,CHD2,chromodomain helicase DNA binding protein 2,15q26.1,protein_coding,2,513,0.39,355,16508,2.15,515,14,2.72,41,7.96,3,Cancer Gene Census
ENSG00000173757,STAT5B,signal transducer and activator of transcription 5B,17q21.2,protein_coding,2,513,0.39,206,16508,1.25,515,9,1.75,14,2.72,2,Cancer Gene Census
ENSG00000175197,DDIT3,DNA damage inducible transcript 3,12q13.3,protein_coding,2,513,0.39,38,16508,0.23,515,18,3.50,39,7.57,2,Cancer Gene Census
ENSG00000175387,SMAD2,SMAD family member 2,18q21.1,protein_coding,2,513,0.39,176,16508,1.07,515,10,1.94,50,9.71,2,Cancer Gene Census
ENSG00000175595,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",16p13.12,protein_coding,2,513,0.39,198,16508,1.20,515,8,1.55,13,2.52,2,Cancer Gene Census
ENSG00000177565,TBL1XR1,TBL1X receptor 1,3q26.32,protein_coding,2,513,0.39,194,16508,1.18,515,6,1.17,23,4.47,2,Cancer Gene Census
ENSG00000178105,DDX10,DEAD-box helicase 10,11q22.3,protein_coding,2,513,0.39,174,16508,1.05,515,42,8.16,17,3.30,4,Cancer Gene Census
ENSG00000178562,CD28,CD28 molecule,2q33.2,protein_coding,2,513,0.39,73,16508,0.44,515,6,1.17,14,2.72,2,Cancer Gene Census
ENSG00000179218,CALR,calreticulin,19p13.13,protein_coding,2,513,0.39,95,16508,0.58,515,42,8.16,7,1.36,3,Cancer Gene Census
ENSG00000179399,GPC5,glypican 5,13q31.3,protein_coding,2,513,0.39,337,16508,2.04,515,9,1.75,84,16.31,2,Cancer Gene Census
ENSG00000179750,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,22q13.1,protein_coding,2,513,0.39,101,16508,0.61,515,9,1.75,48,9.32,2,Cancer Gene Census
ENSG00000182162,P2RY8,P2Y receptor family member 8,Xp22.33,protein_coding,2,513,0.39,232,16508,1.41,515,0,0.00,0,0.00,3,Cancer Gene Census
ENSG00000182197,EXT1,exostosin glycosyltransferase 1,8q24.11,protein_coding,2,513,0.39,215,16508,1.30,515,85,16.50,7,1.36,2,Cancer Gene Census
ENSG00000183765,CHEK2,checkpoint kinase 2,22q12.1,protein_coding,2,513,0.39,166,16508,1.01,515,8,1.55,39,7.57,2,Cancer Gene Census
ENSG00000184384,MAML2,mastermind like transcriptional coactivator 2,11q21,protein_coding,2,513,0.39,256,16508,1.55,515,43,8.35,14,2.72,2,Cancer Gene Census
ENSG00000185811,IKZF1,IKAROS family zinc finger 1,7p12.2,protein_coding,2,513,0.39,338,16508,2.05,515,94,18.25,2,0.39,2,Cancer Gene Census
ENSG00000186174,BCL9L,BCL9 like,11q23.3,protein_coding,2,513,0.39,348,16508,2.11,515,57,11.07,16,3.11,2,Cancer Gene Census
ENSG00000187239,FNBP1,formin binding protein 1,9q34.11,protein_coding,2,513,0.39,141,16508,0.85,515,29,5.63,29,5.63,4,Cancer Gene Census
ENSG00000187741,FANCA,FA complementation group A,16q24.3,protein_coding,2,513,0.39,257,16508,1.56,515,7,1.36,18,3.50,3,Cancer Gene Census
ENSG00000197157,SND1,staphylococcal nuclease and tudor domain containing 1,7q32.1,protein_coding,2,513,0.39,283,16508,1.71,515,162,31.46,2,0.39,4,Cancer Gene Census
ENSG00000197299,BLM,BLM RecQ like helicase,15q26.1,protein_coding,2,513,0.39,261,16508,1.58,515,13,2.52,42,8.16,2,Cancer Gene Census
ENSG00000198400,NTRK1,neurotrophic receptor tyrosine kinase 1,1q23.1,protein_coding,2,513,0.39,261,16508,1.58,515,31,6.02,3,0.58,2,Cancer Gene Census
ENSG00000203734,ECT2L,epithelial cell transforming 2 like,6q24.1,protein_coding,2,513,0.39,192,16508,1.16,515,0,0.00,75,14.56,4,Cancer Gene Census
ENSG00000204713,TRIM27,tripartite motif containing 27,6p22.1,protein_coding,2,513,0.39,135,16508,0.82,515,8,1.55,24,4.66,2,Cancer Gene Census
ENSG00000204843,DCTN1,dynactin subunit 1,2p13.1,protein_coding,2,513,0.39,275,16508,1.67,515,5,0.97,13,2.52,2,Cancer Gene Census
ENSG00000205755,CRLF2,cytokine receptor like factor 2,Xp22.33,protein_coding,2,513,0.39,103,16508,0.62,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000215301,DDX3X,DEAD-box helicase 3 X-linked,Xp11.4,protein_coding,2,513,0.39,309,16508,1.87,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000266412,NCOA4,nuclear receptor coactivator 4,10q11.22,protein_coding,2,513,0.39,117,16508,0.71,515,4,0.78,83,16.12,2,Cancer Gene Census
ENSG00000006468,ETV1,ETS variant transcription factor 1,7p21.2,protein_coding,1,513,0.19,230,16508,1.39,515,94,18.25,3,0.58,1,Cancer Gene Census
ENSG00000009709,PAX7,paired box 7,1p36.13,protein_coding,1,513,0.19,201,16508,1.22,515,10,1.94,189,36.70,1,Cancer Gene Census
ENSG00000023445,BIRC3,baculoviral IAP repeat containing 3,11q22.2,protein_coding,1,513,0.19,151,16508,0.91,515,42,8.16,17,3.30,1,Cancer Gene Census
ENSG00000026103,FAS,Fas cell surface death receptor,10q23.31,protein_coding,1,513,0.19,142,16508,0.86,515,1,0.19,53,10.29,1,Cancer Gene Census
ENSG00000036257,CUL3,cullin 3,2q36.2,protein_coding,1,513,0.19,250,16508,1.51,515,7,1.36,21,4.08,1,Cancer Gene Census
ENSG00000040731,CDH10,cadherin 10,"5p14.2, 5p14.1",protein_coding,1,513,0.19,736,16508,4.46,515,7,1.36,29,5.63,1,Cancer Gene Census
ENSG00000047932,GOPC,golgi associated PDZ and coiled-coil motif containing,6q22.1,protein_coding,1,513,0.19,90,16508,0.55,515,0,0.00,71,13.79,1,Cancer Gene Census
ENSG00000048462,TNFRSF17,TNF receptor superfamily member 17,16p13.13,protein_coding,1,513,0.19,53,16508,0.32,515,9,1.75,14,2.72,1,Cancer Gene Census
ENSG00000048471,SNX29,sorting nexin 29,"16p13.13, 16p13.12",protein_coding,1,513,0.19,220,16508,1.33,515,9,1.75,14,2.72,1,Cancer Gene Census
ENSG00000049540,ELN,elastin,7q11.23,protein_coding,1,513,0.19,238,16508,1.44,515,101,19.61,4,0.78,1,Cancer Gene Census
ENSG00000051108,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,16q13,protein_coding,1,513,0.19,77,16508,0.47,515,13,2.52,21,4.08,1,Cancer Gene Census
ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",3q22.3,protein_coding,1,513,0.19,241,16508,1.46,515,2,0.39,24,4.66,1,Cancer Gene Census
ENSG00000064933,PMS1,"PMS1 homolog 1, mismatch repair system component",2q32.2,protein_coding,1,513,0.19,183,16508,1.11,515,5,0.97,14,2.72,2,Cancer Gene Census
ENSG00000065057,NTHL1,nth like DNA glycosylase 1,16p13.3,protein_coding,1,513,0.19,71,16508,0.43,515,11,2.14,13,2.52,2,Cancer Gene Census
ENSG00000065361,ERBB3,erb-b2 receptor tyrosine kinase 3,12q13.2,protein_coding,1,513,0.19,381,16508,2.31,515,8,1.55,45,8.74,1,Cancer Gene Census
ENSG00000066117,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",12q13.12,protein_coding,1,513,0.19,102,16508,0.62,515,6,1.17,47,9.13,2,Cancer Gene Census
ENSG00000067560,RHOA,ras homolog family member A,3p21.31,protein_coding,1,513,0.19,143,16508,0.87,515,4,0.78,40,7.77,1,Cancer Gene Census
ENSG00000070404,FSTL3,follistatin like 3,19p13.3,protein_coding,1,513,0.19,31,16508,0.19,515,58,11.26,12,2.33,1,Cancer Gene Census
ENSG00000071564,TCF3,transcription factor 3,19p13.3,protein_coding,1,513,0.19,139,16508,0.84,515,47,9.13,12,2.33,1,Cancer Gene Census
ENSG00000073614,KDM5A,lysine demethylase 5A,12p13.33,protein_coding,1,513,0.19,360,16508,2.18,515,36,6.99,12,2.33,2,Cancer Gene Census
ENSG00000073803,MAP3K13,mitogen-activated protein kinase kinase kinase 13,3q27.2,protein_coding,1,513,0.19,250,16508,1.51,515,10,1.94,22,4.27,1,Cancer Gene Census
ENSG00000073921,PICALM,phosphatidylinositol binding clathrin assembly protein,11q14.2,protein_coding,1,513,0.19,143,16508,0.87,515,37,7.18,14,2.72,2,Cancer Gene Census
ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,1p36.13,protein_coding,1,513,0.19,276,16508,1.67,515,11,2.14,189,36.70,5,Cancer Gene Census
ENSG00000076685,NT5C2,"5'-nucleotidase, cytosolic II","10q24.32, 10q24.33",protein_coding,1,513,0.19,110,16508,0.67,515,2,0.39,108,20.97,1,Cancer Gene Census
ENSG00000077150,NFKB2,nuclear factor kappa B subunit 2,10q24.32,protein_coding,1,513,0.19,159,16508,0.96,515,2,0.39,105,20.39,1,Cancer Gene Census
ENSG00000078061,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",Xp11.3,protein_coding,1,513,0.19,179,16508,1.08,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000078399,HOXA9,homeobox A9,7p15.2,protein_coding,1,513,0.19,79,16508,0.48,515,95,18.45,1,0.19,1,Cancer Gene Census
ENSG00000078403,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,10p12.31,protein_coding,1,513,0.19,238,16508,1.44,515,52,10.10,75,14.56,1,Cancer Gene Census
ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1,14q32.31,protein_coding,1,513,0.19,190,16508,1.15,515,3,0.58,89,17.28,1,Cancer Gene Census
ENSG00000083799,CYLD,CYLD lysine 63 deubiquitinase,16q12.1,protein_coding,1,513,0.19,242,16508,1.47,515,10,1.94,18,3.50,2,Cancer Gene Census
ENSG00000085832,EPS15,epidermal growth factor receptor pathway substrate 15,1p32.3,protein_coding,1,513,0.19,184,16508,1.11,515,11,2.14,188,36.50,1,Cancer Gene Census
ENSG00000087088,BAX,"BCL2 associated X, apoptosis regulator",19q13.33,protein_coding,1,513,0.19,78,16508,0.47,515,20,3.88,247,47.96,1,Cancer Gene Census
ENSG00000087460,GNAS,GNAS complex locus,20q13.32,protein_coding,1,513,0.19,369,16508,2.24,515,39,7.57,3,0.58,1,Cancer Gene Census
ENSG00000088038,CNOT3,CCR4-NOT transcription complex subunit 3,19q13.42,protein_coding,1,513,0.19,220,16508,1.33,515,23,4.47,262,50.87,1,Cancer Gene Census
ENSG00000088256,GNA11,G protein subunit alpha 11,19p13.3,protein_coding,1,513,0.19,123,16508,0.75,515,43,8.35,12,2.33,1,Cancer Gene Census
ENSG00000091483,FH,fumarate hydratase,1q43,protein_coding,1,513,0.19,130,16508,0.79,515,24,4.66,19,3.69,1,Cancer Gene Census
ENSG00000095002,MSH2,mutS homolog 2,"2p21, 2p16.3",protein_coding,1,513,0.19,206,16508,1.25,515,8,1.55,14,2.72,1,Cancer Gene Census
ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1,6p21.1,protein_coding,1,513,0.19,201,16508,1.22,515,5,0.97,19,3.69,1,Cancer Gene Census
ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",9q34.12,protein_coding,1,513,0.19,262,16508,1.59,515,29,5.63,29,5.63,3,Cancer Gene Census
ENSG00000100105,PATZ1,POZ/BTB and AT hook containing zinc finger 1,22q12.2,protein_coding,1,513,0.19,160,16508,0.97,515,8,1.55,41,7.96,1,Cancer Gene Census
ENSG00000100503,NIN,ninein,14q22.1,protein_coding,1,513,0.19,385,16508,2.33,515,3,0.58,65,12.62,2,Cancer Gene Census
ENSG00000100697,DICER1,"dicer 1, ribonuclease III",14q32.13,protein_coding,1,513,0.19,386,16508,2.34,515,1,0.19,94,18.25,2,Cancer Gene Census
ENSG00000100721,TCL1A,TCL1 family AKT coactivator A,14q32.13,protein_coding,1,513,0.19,72,16508,0.44,515,1,0.19,94,18.25,1,Cancer Gene Census
ENSG00000101343,CRNKL1,crooked neck pre-mRNA splicing factor 1,20p11.23,protein_coding,1,513,0.19,200,16508,1.21,515,34,6.60,12,2.33,3,Cancer Gene Census
ENSG00000102145,GATA1,GATA binding protein 1,Xp11.23,protein_coding,1,513,0.19,125,16508,0.76,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000102974,CTCF,CCCTC-binding factor,16q22.1,protein_coding,1,513,0.19,419,16508,2.54,515,11,2.14,21,4.08,1,Cancer Gene Census
ENSG00000103126,AXIN1,axin 1,16p13.3,protein_coding,1,513,0.19,244,16508,1.48,515,6,1.17,12,2.33,1,Cancer Gene Census
ENSG00000104728,ARHGEF10,Rho guanine nucleotide exchange factor 10,8p23.3,protein_coding,1,513,0.19,318,16508,1.93,515,30,5.83,23,4.47,3,Cancer Gene Census
ENSG00000105221,AKT2,AKT serine/threonine kinase 2,19q13.2,protein_coding,1,513,0.19,167,16508,1.01,515,27,5.24,220,42.72,1,Cancer Gene Census
ENSG00000105656,ELL,elongation factor for RNA polymerase II,19p13.11,protein_coding,1,513,0.19,129,16508,0.78,515,43,8.35,4,0.78,1,Cancer Gene Census
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,7q36.1,protein_coding,1,513,0.19,223,16508,1.35,515,159,30.87,3,0.58,1,Cancer Gene Census
ENSG00000107779,BMPR1A,bone morphogenetic protein receptor type 1A,10q23.2,protein_coding,1,513,0.19,116,16508,0.70,515,3,0.58,99,19.22,1,Cancer Gene Census
ENSG00000107864,CPEB3,cytoplasmic polyadenylation element binding protein 3,10q23.32,protein_coding,1,513,0.19,107,16508,0.65,515,1,0.19,54,10.49,2,Cancer Gene Census
ENSG00000107929,LARP4B,La ribonucleoprotein 4B,10p15.3,protein_coding,1,513,0.19,268,16508,1.62,515,68,13.20,79,15.34,3,Cancer Gene Census
ENSG00000108924,HLF,"HLF transcription factor, PAR bZIP family member",17q22,protein_coding,1,513,0.19,107,16508,0.65,515,21,4.08,7,1.36,1,Cancer Gene Census
ENSG00000109132,PHOX2B,paired like homeobox 2B,4p13,protein_coding,1,513,0.19,137,16508,0.83,515,10,1.94,35,6.80,1,Cancer Gene Census
ENSG00000109471,IL2,interleukin 2,4q27,protein_coding,1,513,0.19,45,16508,0.27,515,3,0.58,81,15.73,1,Cancer Gene Census
ENSG00000109685,NSD2,nuclear receptor binding SET domain protein 2,4p16.3,protein_coding,1,513,0.19,389,16508,2.36,515,13,2.52,38,7.38,2,Cancer Gene Census
ENSG00000110367,DDX6,DEAD-box helicase 6,11q23.3,protein_coding,1,513,0.19,82,16508,0.50,515,56,10.87,17,3.30,1,Cancer Gene Census
ENSG00000110395,CBL,Cbl proto-oncogene,11q23.3,protein_coding,1,513,0.19,206,16508,1.25,515,58,11.26,16,3.11,1,Cancer Gene Census
ENSG00000110777,POU2AF1,POU class 2 homeobox associating factor 1,11q23.1,protein_coding,1,513,0.19,89,16508,0.54,515,44,8.54,16,3.11,1,Cancer Gene Census
ENSG00000110841,PPFIBP1,PPFIA binding protein 1,"12p11.23, 12p11.22",protein_coding,1,513,0.19,194,16508,1.18,515,32,6.21,10,1.94,1,Cancer Gene Census
ENSG00000111252,SH2B3,SH2B adaptor protein 3,12q24.12,protein_coding,1,513,0.19,110,16508,0.67,515,7,1.36,42,8.16,1,Cancer Gene Census
ENSG00000112039,FANCE,FA complementation group E,6p21.31,protein_coding,1,513,0.19,102,16508,0.62,515,7,1.36,18,3.50,1,Cancer Gene Census
ENSG00000112561,TFEB,transcription factor EB,6p21.1,protein_coding,1,513,0.19,113,16508,0.68,515,6,1.17,18,3.50,1,Cancer Gene Census
ENSG00000113263,ITK,IL2 inducible T cell kinase,5q33.3,protein_coding,1,513,0.19,239,16508,1.45,515,8,1.55,49,9.51,1,Cancer Gene Census
ENSG00000113916,BCL6,BCL6 transcription repressor,3q27.3,protein_coding,1,513,0.19,220,16508,1.33,515,6,1.17,31,6.02,1,Cancer Gene Census
ENSG00000114354,TFG,trafficking from ER to golgi regulator,3q12.2,protein_coding,1,513,0.19,82,16508,0.50,515,4,0.78,32,6.21,2,Cancer Gene Census
ENSG00000115170,ACVR1,activin A receptor type 1,2q24.1,protein_coding,1,513,0.19,125,16508,0.76,515,4,0.78,12,2.33,1,Cancer Gene Census
ENSG00000116044,NFE2L2,"nuclear factor, erythroid 2 like 2",2q31.2,protein_coding,1,513,0.19,331,16508,2.01,515,4,0.78,15,2.91,1,Cancer Gene Census
ENSG00000116062,MSH6,mutS homolog 6,2p16.3,protein_coding,1,513,0.19,318,16508,1.93,515,8,1.55,14,2.72,5,Cancer Gene Census
ENSG00000116132,PRRX1,paired related homeobox 1,1q24.2,protein_coding,1,513,0.19,163,16508,0.99,515,24,4.66,4,0.78,1,Cancer Gene Census
ENSG00000116560,SFPQ,splicing factor proline and glutamine rich,1p34.3,protein_coding,1,513,0.19,116,16508,0.70,515,11,2.14,184,35.73,2,Cancer Gene Census
ENSG00000117318,ID3,"inhibitor of DNA binding 3, HLH protein",1p36.12,protein_coding,1,513,0.19,36,16508,0.22,515,10,1.94,193,37.48,1,Cancer Gene Census
ENSG00000117400,MPL,"MPL proto-oncogene, thrombopoietin receptor",1p34.2,protein_coding,1,513,0.19,148,16508,0.90,515,12,2.33,183,35.53,2,Cancer Gene Census
ENSG00000118260,CREB1,cAMP responsive element binding protein 1,2q33.3,protein_coding,1,513,0.19,63,16508,0.38,515,7,1.36,13,2.52,1,Cancer Gene Census
ENSG00000119414,PPP6C,protein phosphatase 6 catalytic subunit,9q33.3,protein_coding,1,513,0.19,122,16508,0.74,515,26,5.05,29,5.63,1,Cancer Gene Census
ENSG00000120217,CD274,CD274 molecule,9p24.1,protein_coding,1,513,0.19,60,16508,0.36,515,9,1.75,120,23.30,1,Cancer Gene Census
ENSG00000122406,RPL5,ribosomal protein L5,1p22.1,protein_coding,1,513,0.19,161,16508,0.98,515,14,2.72,184,35.73,1,Cancer Gene Census
ENSG00000122642,FKBP9,FKBP prolyl isomerase 9,7p14.3,protein_coding,1,513,0.19,153,16508,0.93,515,96,18.64,0,0.00,1,Cancer Gene Census
ENSG00000123983,ACSL3,acyl-CoA synthetase long chain family member 3,2q36.1,protein_coding,1,513,0.19,123,16508,0.75,515,8,1.55,19,3.69,2,Cancer Gene Census
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,6p21.2,protein_coding,1,513,0.19,110,16508,0.67,515,6,1.17,18,3.50,1,Cancer Gene Census
ENSG00000124795,DEK,DEK proto-oncogene,6p22.3,protein_coding,1,513,0.19,102,16508,0.62,515,8,1.55,26,5.05,1,Cancer Gene Census
ENSG00000126524,SBDS,SBDS ribosome maturation factor,7q11.21,protein_coding,1,513,0.19,69,16508,0.42,515,100,19.42,3,0.58,2,Cancer Gene Census
ENSG00000126752,SSX1,SSX family member 1,Xp11.23,protein_coding,1,513,0.19,67,16508,0.41,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000126777,KTN1,kinectin 1,14q22.3,protein_coding,1,513,0.19,214,16508,1.30,515,3,0.58,79,15.34,1,Cancer Gene Census
ENSG00000126934,MAP2K2,mitogen-activated protein kinase kinase 2,19p13.3,protein_coding,1,513,0.19,116,16508,0.70,515,41,7.96,12,2.33,2,Cancer Gene Census
ENSG00000127083,OMD,osteomodulin,9q22.31,protein_coding,1,513,0.19,89,16508,0.54,515,20,3.88,26,5.05,1,Cancer Gene Census
ENSG00000128191,DGCR8,DGCR8 microprocessor complex subunit,22q11.21,protein_coding,1,513,0.19,181,16508,1.10,515,8,1.55,37,7.18,2,Cancer Gene Census
ENSG00000128487,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,17p11.2,protein_coding,1,513,0.19,284,16508,1.72,515,7,1.36,10,1.94,1,Cancer Gene Census
ENSG00000128602,SMO,"smoothened, frizzled class receptor",7q32.1,protein_coding,1,513,0.19,199,16508,1.21,515,162,31.46,2,0.39,2,Cancer Gene Census
ENSG00000129514,FOXA1,forkhead box A1,14q21.1,protein_coding,1,513,0.19,209,16508,1.27,515,4,0.78,54,10.49,1,Cancer Gene Census
ENSG00000132781,MUTYH,mutY DNA glycosylase,1p34.1,protein_coding,1,513,0.19,129,16508,0.78,515,12,2.33,183,35.53,1,Cancer Gene Census
ENSG00000134086,VHL,von Hippel-Lindau tumor suppressor,3p25.3,protein_coding,1,513,0.19,394,16508,2.39,515,14,2.72,25,4.85,1,Cancer Gene Census
ENSG00000135363,LMO2,LIM domain only 2,11p13,protein_coding,1,513,0.19,80,16508,0.48,515,15,2.91,55,10.68,1,Cancer Gene Census
ENSG00000135446,CDK4,cyclin dependent kinase 4,12q14.1,protein_coding,1,513,0.19,71,16508,0.43,515,24,4.66,36,6.99,1,Cancer Gene Census
ENSG00000135903,PAX3,paired box 3,2q36.1,protein_coding,1,513,0.19,232,16508,1.41,515,7,1.36,18,3.50,1,Cancer Gene Census
ENSG00000136238,RAC1,Rac family small GTPase 1,7p22.1,protein_coding,1,513,0.19,105,16508,0.64,515,93,18.06,7,1.36,1,Cancer Gene Census
ENSG00000136504,KAT7,lysine acetyltransferase 7,17q21.33,protein_coding,1,513,0.19,149,16508,0.90,515,14,2.72,9,1.75,1,Cancer Gene Census
ENSG00000136936,XPA,"XPA, DNA damage recognition and repair factor",9q22.33,protein_coding,1,513,0.19,55,16508,0.33,515,21,4.08,25,4.85,1,Cancer Gene Census
ENSG00000137193,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",6p21.2,protein_coding,1,513,0.19,106,16508,0.64,515,6,1.17,18,3.50,2,Cancer Gene Census
ENSG00000138081,FBXO11,F-box protein 11,2p16.3,protein_coding,1,513,0.19,172,16508,1.04,515,8,1.55,14,2.72,1,Cancer Gene Census
ENSG00000138115,CYP2C8,cytochrome P450 family 2 subfamily C member 8,10q23.33,protein_coding,1,513,0.19,176,16508,1.07,515,4,0.78,96,18.64,1,Cancer Gene Census
ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,2q35,protein_coding,1,513,0.19,158,16508,0.96,515,7,1.36,18,3.50,1,Cancer Gene Census
ENSG00000138592,USP8,ubiquitin specific peptidase 8,15q21.2,protein_coding,1,513,0.19,199,16508,1.21,515,6,1.17,51,9.90,1,Cancer Gene Census
ENSG00000139163,ETNK1,ethanolamine kinase 1,12p12.1,protein_coding,1,513,0.19,109,16508,0.66,515,34,6.60,9,1.75,1,Cancer Gene Census
ENSG00000140577,CRTC3,CREB regulated transcription coactivator 3,15q26.1,protein_coding,1,513,0.19,132,16508,0.80,515,13,2.52,42,8.16,1,Cancer Gene Census
ENSG00000140937,CDH11,cadherin 11,16q21,protein_coding,1,513,0.19,493,16508,2.99,515,11,2.14,21,4.08,1,Cancer Gene Census
ENSG00000141380,SS18,SS18 subunit of BAF chromatin remodeling complex,18q11.2,protein_coding,1,513,0.19,83,16508,0.50,515,12,2.33,48,9.32,1,Cancer Gene Census
ENSG00000141736,ERBB2,erb-b2 receptor tyrosine kinase 2,17q12,protein_coding,1,513,0.19,355,16508,2.15,515,10,1.94,11,2.14,1,Cancer Gene Census
ENSG00000142208,AKT1,AKT serine/threonine kinase 1,14q32.33,protein_coding,1,513,0.19,176,16508,1.07,515,5,0.97,85,16.50,1,Cancer Gene Census
ENSG00000143252,SDHC,succinate dehydrogenase complex subunit C,1q23.3,protein_coding,1,513,0.19,52,16508,0.31,515,25,4.85,4,0.78,1,Cancer Gene Census
ENSG00000143556,S100A7,S100 calcium binding protein A7,1q21.3,protein_coding,1,513,0.19,55,16508,0.33,515,26,5.05,3,0.58,1,Cancer Gene Census
ENSG00000143924,EML4,EMAP like 4,2p21,protein_coding,1,513,0.19,196,16508,1.19,515,7,1.36,14,2.72,1,Cancer Gene Census
ENSG00000144476,ACKR3,atypical chemokine receptor 3,2q37.3,protein_coding,1,513,0.19,153,16508,0.93,515,5,0.97,51,9.90,3,Cancer Gene Census
ENSG00000145012,LPP,LIM domain containing preferred translocation partner in lipoma,"3q27.3, 3q28",protein_coding,1,513,0.19,211,16508,1.28,515,5,0.97,34,6.60,2,Cancer Gene Census
ENSG00000146232,NFKBIE,NFKB inhibitor epsilon,6p21.1,protein_coding,1,513,0.19,79,16508,0.48,515,5,0.97,19,3.69,1,Cancer Gene Census
ENSG00000146374,RSPO3,R-spondin 3,6q22.33,protein_coding,1,513,0.19,86,16508,0.52,515,0,0.00,70,13.59,1,Cancer Gene Census
ENSG00000147065,MSN,moesin,Xq12,protein_coding,1,513,0.19,177,16508,1.07,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000147403,RPL10,ribosomal protein L10,Xq28,protein_coding,1,513,0.19,127,16508,0.77,515,0,0.00,0,0.00,4,Cancer Gene Census
ENSG00000147655,RSPO2,R-spondin 2,8q23.1,protein_coding,1,513,0.19,138,16508,0.84,515,78,15.15,6,1.17,1,Cancer Gene Census
